date,Prediction
2019-09-05,3.1197625273420364
2019-09-06,3.056965976902928
2019-09-09,3.0160061791854496
2019-09-10,2.9802428586757124
2019-09-11,2.9081991007043975
2019-09-12,2.814815521414397
2019-09-16,2.771585982194528
2019-09-17,2.737352344485956
2019-09-18,2.720090735977322
2019-09-19,2.644743031507451
2019-09-20,2.5433678574489247
2019-09-23,2.5251614339391018
2019-09-24,2.521261864975724
2019-09-25,2.4568152541433315
2019-09-26,2.414205396032569
2019-09-27,2.3767920151295483
2019-09-30,2.3030981967649504
2019-10-08,2.208064557081666
2019-10-09,2.163184957468513
2019-10-10,2.1273012593666585
2019-10-11,2.108389590464741
2019-10-14,2.0313918256015855
2019-10-15,1.928366591149776
2019-10-16,1.9085101072466695
2019-10-17,1.9029604778900078
2019-10-18,1.836863806664332
2019-10-21,1.7926038881602862
2019-10-22,1.7535404468639821
2019-10-23,1.6781965681061004
2019-10-24,1.5815128680295327
2019-10-25,1.5349832080230963
2019-10-28,1.4974494495279578
2019-10-29,1.4768877202327566
2019-10-30,1.398239894976318
2019-10-31,1.293564600131225
2019-11-01,1.2720580558348349
2019-11-04,1.2648583660848896
2019-11-05,1.1971116344659303
2019-11-06,1.151201655568601
2019-11-07,1.1104881538790132
2019-11-08,1.033494214727848
2019-11-11,0.9351604542579969
